caminhao: .word 16, 32
.byte 199,199,240,240,240,240,240,240,0,0,0,199,199,199,199,199,
199,199,199,240,240,240,240,240,0,0,0,0,199,199,199,199,
199,240,240,240,240,240,240,240,240,0,0,0,199,199,199,199,
199,240,240,240,240,240,240,240,240,0,0,0,199,199,199,199,
199,240,0,0,0,0,0,0,240,0,0,0,0,0,199,199,
199,240,0,240,240,240,240,0,240,0,0,0,0,0,199,199,
199,240,199,240,240,240,240,240,240,0,0,0,0,0,199,199,
199,240,199,240,240,240,240,240,240,0,0,0,0,0,199,199,
199,199,0,240,0,0,240,0,0,0,130,0,0,199,199,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,
255,91,255,91,255,91,255,91,255,255,0,0,0,0,0,199,


