carroazul: .word 12, 16
.byte 
199,199,240,255,240,240,240,0,0,199,199,199,
199,240,240,255,240,240,240,240,0,0,199,199,
199,240,255,240,240,240,240,240,0,0,199,199,
199,240,255,240,240,240,240,240,0,0,199,199,
199,240,255,240,240,240,240,240,0,0,0,199,
199,240,255,0,0,0,240,240,0,0,0,199,
199,240,91,0,0,0,0,240,0,0,0,199,
199,240,0,240,240,240,0,240,0,0,0,0,
199,240,0,240,240,240,0,240,0,0,0,0,
199,240,0,240,240,240,0,240,0,0,0,0,
199,240,0,240,240,240,0,240,0,0,0,0,
199,240,240,0,0,0,240,240,0,0,0,0,
199,240,0,0,0,0,0,240,0,0,0,199,
199,240,240,240,240,240,240,240,0,0,199,199,
199,240,240,240,240,240,240,240,0,0,199,199,
199,240,0,0,0,0,0,240,0,0,199,199,

