buraco: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,199,199,199,199,199,199,
199,199,199,0,0,0,0,0,0,0,0,199,199,199,199,199,
199,199,0,0,0,0,0,0,0,0,0,0,199,199,199,199,
199,199,0,0,255,0,0,0,0,0,0,0,199,199,199,199,
199,199,0,255,0,0,0,0,0,0,0,0,0,199,199,199,
199,199,0,255,0,0,0,0,0,0,0,0,0,0,199,199,
199,0,255,0,0,0,0,0,0,0,0,0,0,0,199,199,
199,0,255,0,0,0,0,0,0,0,0,0,0,0,0,199,
199,0,255,0,0,0,0,0,0,0,0,0,0,0,0,199,
199,0,255,0,0,0,0,0,0,0,0,0,0,0,199,199,
199,199,0,255,0,0,0,0,0,0,0,0,0,0,199,199,
199,199,0,255,0,0,0,0,0,0,0,0,0,199,199,199,
199,199,0,0,255,0,0,0,0,0,0,0,199,199,199,199,
199,199,0,0,0,0,0,0,0,0,0,0,199,199,199,199,
199,199,199,0,0,0,0,0,0,0,0,199,199,199,199,199,


