rodando5: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,14,14,0,0,0,0,14,14,14,14,14,0,
199,199,199,14,14,14,14,14,14,14,14,14,14,14,14,0,
199,199,14,14,14,14,14,14,14,14,0,14,14,14,0,0,
199,14,14,14,14,0,0,14,14,0,0,14,14,14,0,0,
199,14,14,14,14,0,0,14,14,0,0,14,14,14,0,0,
199,14,14,14,14,0,0,14,14,0,0,14,14,14,0,0,
199,14,14,14,255,14,0,255,255,255,0,14,14,14,0,0,
199,0,14,14,14,14,14,14,14,14,14,255,14,14,0,0,
199,199,0,14,14,14,14,14,14,0,14,14,14,14,14,0,
199,199,199,0,14,14,0,0,0,255,0,14,14,14,14,0,
199,199,199,199,0,0,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


