explosao3: .word 20, 20
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,14,199,199,199,199,199,199,199,199,
199,199,199,14,199,199,199,199,199,199,14,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,130,199,130,199,199,199,199,199,199,199,199,199,
199,14,199,14,199,199,130,14,130,14,199,199,199,199,199,199,199,199,199,199,
199,199,14,130,199,130,199,130,199,14,199,199,14,199,199,199,199,199,199,199,
199,199,199,130,14,130,14,199,14,130,199,199,199,199,199,199,199,199,199,199,
199,14,199,14,14,199,130,14,199,14,130,14,199,199,199,199,199,199,199,199,
199,199,199,14,199,130,14,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,130,14,199,199,14,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,14,199,14,14,14,199,199,199,199,199,199,199,199,199,199,199,
199,14,199,199,199,199,199,199,199,14,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,14,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,14,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,14,199,199,199,199,199,14,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,14,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


